"rubyscopeId","wikidataId","fullName","type","inceptionDate","altNames","terminationDate","affiliations","countries","competitions","tier","homeVenueNames","homeVenueCapacities","locations","AllRugbyIDs","GoogleKnowlIDs","articleEn","articleFr","articleIt","articleEs","articleJa","dbpediaId"
3919,NA,"Wauchope Thunder",NA,NA,NA,NA,NA,"Australia","NSWCRU Mid North Coast Rugby Union - Southern Division",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3920,NA,"Armidale Blues Rugby Club",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3921,NA,"Armidale City",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3922,NA,"Armidale Old Boys",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3923,NA,"Barbarians R.U.F.C.",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3924,NA,"City United",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3925,NA,"Earle Page College",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3926,NA,"Glen Innes Rugby Club",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3927,NA,"Guy Fawkes Ebor",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3928,NA,"Guyra Ghosts",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3929,NA,"Gwydir River Rats",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3930,NA,"Hillgrove",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931,NA,"Page-Wright Barbarians",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3932,NA,"Robb Rugby Club",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3933,NA,"St Albert's College Rugby Club",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,NA,"Teachers College",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3935,NA,"Tenterfield Bumblebees",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3936,NA,"United Colleges",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3937,NA,"University College",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3938,NA,"Uralla Miners",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3939,NA,"Walcha R.U.F.C.",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3940,NA,"Wright College Redmen",NA,NA,NA,NA,NA,"Australia","NSWCRU New England Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3941,NA,"Griffins",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3942,NA,"Lake Macquarie",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3943,NA,"Maitland",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3944,NA,"Muswellbrook",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3945,NA,"Nelson Bay",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3946,NA,"Pokolbin",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3947,NA,"Singleton",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3948,NA,"Southern Beaches",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3949,NA,"Southern Lakes",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3950,NA,"University RC",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3951,NA,"Wanderers",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3952,NA,"Waratahs",NA,NA,NA,NA,NA,"Australia","NSWCRU Newcastle and Hunter Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3953,NA,"Bourke Rams",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3954,NA,"Brewarrina Brumbies",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3955,NA,"Cobar Camels",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3956,NA,"Coonamble Rams",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3957,NA,"Gulargambone Galahs",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958,NA,"Nyngan Bogan Bulls",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3959,NA,"Walgett Rams",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3960,NA,"Warren Pumas",NA,NA,NA,NA,NA,"Australia","NSWCRU Western Plains Rugby Union",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3961,NA,"Barker Old Boys",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Second Division",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3962,NA,"Hills RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Second Division",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3963,NA,"Newport Breakers Rugby Club",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Second Division",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3964,NA,"University of New South Wales Rugby union Club",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Second Division",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3965,NA,"Hawkesbury Valley",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Third Division",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3966,NA,"Kings Old Boys",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Third Division",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3967,NA,"Oatley RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Third Division",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3968,NA,"Redfield Old Boys",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Third Division",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3969,NA,"St Ives RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Third Division",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3970,NA,"UWS Hawkesbury RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Third Division",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3971,NA,"Blacktown RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3972,NA,"Canterbury RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3973,NA,"Colleagues Convicts",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3974,NA,"Macquarie University RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3975,NA,"Rouse Hill RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3976,NA,"Sydney Harlequins RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3977,NA,"Sydney Irish RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fourth Division",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3978,NA,"Alexandria RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3979,NA,"Burraneer RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3980,NA,"Chatswood RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3981,NA,"Clovelly RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3982,NA,"Collaroy RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3983,NA,"Dee Why RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3984,NA,"Engadine RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3985,NA,"Fairvale/Lansvale RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3986,NA,"ICMS RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3987,NA,"Manly Savers RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3988,NA,"Menai RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3989,NA,"Merrylands RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3990,NA,"Roseville RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3991,NA,"Terrey Hills RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3992,NA,"Wakehurst RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3993,NA,"Wollondilly RC",NA,NA,NA,NA,NA,"Australia","NSWCRU New South Wales Suburban Rugby Union - Fifth Division",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3994,NA,"Stafford RFC",NA,NA,NA,NA,NA,"England","Regional 1 Midlands",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3995,NA,"Stockwood Park RFC",NA,NA,NA,NA,NA,"England","Regional 1 Midlands",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3996,NA,"Wolverhampton RFC",NA,NA,NA,NA,NA,"England","Regional 1 Midlands",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3997,NA,"Selby RFC",NA,NA,NA,NA,NA,"England","Regional 1 North East",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3998,NA,"Sidcup RFC",NA,NA,NA,NA,NA,"England","Regional 1 South East",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3999,NA,"Chew Valley RFC",NA,NA,NA,NA,NA,"England","Regional 1 South West",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4000,NA,"Sidmouth RFC",NA,NA,NA,NA,NA,"England","Regional 1 South West",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4001,NA,"Holt RFC",NA,NA,NA,NA,NA,"England","Regional 2 Anglia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002,NA,"Stowmarket RFC",NA,NA,NA,NA,NA,"England","Regional 2 Anglia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4003,NA,"Wanstead RFC",NA,NA,NA,NA,NA,"England","Regional 2 Anglia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4004,NA,"Woodford RFC",NA,NA,NA,NA,NA,"England","Regional 2 Anglia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4005,NA,"Wymondham RFC",NA,NA,NA,NA,NA,"England","Regional 2 Anglia",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4006,NA,"Belgrave RFC",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4007,NA,"Daventry RFC",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4008,NA,"Leicester Forest RFC",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4009,NA,"Lutterworth RFC",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4010,NA,"Market Harborough",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4011,NA,"Melton Mowbray RFC",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4012,NA,"Northampton Old Scouts",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4013,NA,"Oadby Wyggestonians",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4014,NA,"Wellingborough RFC",NA,NA,NA,NA,NA,"England","Regional 2 East Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4015,NA,"Cockermouth RFC",NA,NA,NA,NA,NA,"England","Regional 2 North",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4016,NA,"Consett RFC",NA,NA,NA,NA,NA,"England","Regional 2 North",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4017,NA,"Keswick RFC",NA,NA,NA,NA,NA,"England","Regional 2 North",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4018,NA,"Upper Eden RFC",NA,NA,NA,NA,NA,"England","Regional 2 North",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4019,NA,"Bradford Salem RFC",NA,NA,NA,NA,NA,"England","Regional 2 North East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4020,NA,"Goole RFC",NA,NA,NA,NA,NA,"England","Regional 2 North East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4021,NA,"Malton & Norton RFC",NA,NA,NA,NA,NA,"England","Regional 2 North East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4022,NA,"Moortown RFC",NA,NA,NA,NA,NA,"England","Regional 2 North East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4023,NA,"Old Crossleyans",NA,NA,NA,NA,NA,"England","Regional 2 North East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4024,NA,"Wetherby RFC",NA,NA,NA,NA,NA,"England","Regional 2 North East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4025,NA,"Dronfield RFC",NA,NA,NA,NA,NA,"England","Regional 2 North Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4026,NA,"Ilkeston RFC",NA,NA,NA,NA,NA,"England","Regional 2 North Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4027,NA,"Matlock RFC",NA,NA,NA,NA,NA,"England","Regional 2 North Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4028,NA,"Mellish RFC",NA,NA,NA,NA,NA,"England","Regional 2 North Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4029,NA,"Newark RFC",NA,NA,NA,NA,NA,"England","Regional 2 North Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4030,NA,"Old Saltleians",NA,NA,NA,NA,NA,"England","Regional 2 North Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4031,NA,"Bowdon RFC",NA,NA,NA,NA,NA,"England","Regional 2 North West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4032,NA,"Crewe & Nantwich RFC",NA,NA,NA,NA,NA,"England","Regional 2 North West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4033,NA,"Northwich RFC",NA,NA,NA,NA,NA,"England","Regional 2 North West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4034,NA,"Widnes RFC",NA,NA,NA,NA,NA,"England","Regional 2 North West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4035,NA,"Gordano RFC",NA,NA,NA,NA,NA,"England","Regional 2 Severn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4036,NA,"Keynsham RFC",NA,NA,NA,NA,NA,"England","Regional 2 Severn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4037,NA,"Longlevens RFC",NA,NA,NA,NA,NA,"England","Regional 2 Severn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4038,NA,"Stow-on-the-Wold RFC",NA,NA,NA,NA,NA,"England","Regional 2 Severn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4039,NA,"Swindon RFC",NA,NA,NA,NA,NA,"England","Regional 2 Severn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4040,NA,"Thornbury RFC",NA,NA,NA,NA,NA,"England","Regional 2 Severn",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4041,NA,"Andover RFC",NA,NA,NA,NA,NA,"England","Regional 2 South Central",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4042,NA,"Farnham RFC",NA,NA,NA,NA,NA,"England","Regional 2 South Central",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4043,NA,"Tottonians RFC",NA,NA,NA,NA,NA,"England","Regional 2 South Central",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4044,NA,"Battersea Ironsides",NA,NA,NA,NA,NA,"England","Regional 2 South East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4045,NA,"Dartfordians",NA,NA,NA,NA,NA,"England","Regional 2 South East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4046,NA,"Old Tiffinians",NA,NA,NA,NA,NA,"England","Regional 2 South East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4047,NA,"Reeds Weybridge",NA,NA,NA,NA,NA,"England","Regional 2 South East",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4048,NA,"Cullompton RFC",NA,NA,NA,NA,NA,"England","Regional 2 South West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4049,NA,"North Petherton RFC",NA,NA,NA,NA,NA,"England","Regional 2 South West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4050,NA,"Topsham RFC",NA,NA,NA,NA,NA,"England","Regional 2 South West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4051,NA,"Wellington RFC",NA,NA,NA,NA,NA,"England","Regional 2 South West",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4052,NA,"Aylesbury RFC",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4053,NA,"Fullerians",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4054,NA,"Grasshoppers",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4055,NA,"Hemel Hempstead",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4056,NA,"Honourable Artillery Company",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4057,NA,"Old Haberdashers",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4058,NA,"Old Priorians",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4059,NA,"Teddington RFC",NA,NA,NA,NA,NA,"England","Regional 2 Thames",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4060,NA,"Edwardians",NA,NA,NA,NA,NA,"England","Regional 2 West Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4061,NA,"Ledbury RFC",NA,NA,NA,NA,NA,"England","Regional 2 West Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4062,NA,"Ludlow RFC",NA,NA,NA,NA,NA,"England","Regional 2 West Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4063,NA,"Newent RFC",NA,NA,NA,NA,NA,"England","Regional 2 West Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4064,NA,"Stratford-upon-Avon RFC",NA,NA,NA,NA,NA,"England","Regional 2 West Midlands",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4065,NA,"Aspull RFC",NA,NA,NA,NA,NA,"England","Counties 1 ADM Lancashire & Cheshire",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4066,NA,"Didsbury Toc H",NA,NA,NA,NA,NA,"England","Counties 1 ADM Lancashire & Cheshire",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4067,NA,"Glossop RFC",NA,NA,NA,NA,NA,"England","Counties 1 ADM Lancashire & Cheshire",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4068,NA,"Tarleton RFC",NA,NA,NA,NA,NA,"England","Counties 1 ADM Lancashire & Cheshire",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4069,NA,"Trafford MV RFCC",NA,NA,NA,NA,NA,"England","Counties 1 ADM Lancashire & Cheshire",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4070,NA,"Ambleside RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4071,NA,"Creighton RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4072,NA,"Egremont RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4073,NA,"Hawcoat Park RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4074,NA,"St Benedict's RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4075,NA,"Wigton RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4076,NA,"Windermere RFC",NA,NA,NA,NA,NA,"England","Counties 1 Cumbria",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4077,NA,"Acklam RFC",NA,NA,NA,NA,NA,"England","Counties 1 Durham & Northumberland",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4078,NA,"Bishop Auckland RFC",NA,NA,NA,NA,NA,"England","Counties 1 Durham & Northumberland",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
